,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine3,AddressLine4
1807,1278136,PI/000242682,Slimming World Franchise,Retailers - other,4613,,,,Exempt,fhrs_exempt_en-GB,2021-06-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1808,991499,PI/000236702,Slimming World Franchise,Retailers - other,4613,,,,Exempt,fhrs_exempt_en-GB,2017-09-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1809,1030684,PI/000237671,Slimming World Franchise,Retailers - other,4613,,,,Exempt,fhrs_exempt_en-GB,2018-01-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1810,1170196,PI/000229322,Small Talk Nurseries,Hospitals/Childcare/Caring Premises,5,Cottage Street,Brierley Hill,DY5 1RE,5,fhrs_5_en-GB,2019-06-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1811,1049811,PI/000238202,Smarty Pants,Hospitals/Childcare/Caring Premises,5,Lye By Pass,Lye,DY9 8HT,5,fhrs_5_en-GB,2019-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1812,1409716,PI/000245072,Smarty's Sandwiches & Cakes,Retailers - other,4613,119 Northfield Road,Netherton,DY2 9JQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1813,1392136,PI/000244801,Smooth Coffee UK,Mobile caterer,7846,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1814,501238,PI/000053496,Snack Shack,Mobile caterer,7846,Gainsborough Trading Estate,Rufford Road,DY9 7ND,5,fhrs_5_en-GB,2019-04-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Oldswinford,Stourbridge
1815,873905,PI/000232171,Snax 24,Retailers - other,4613,Petrol Filling Station,Pedmore Road,DY5 1TE,5,fhrs_5_en-GB,2019-10-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,Brierley Hill
1816,778745,PI/000229310,Snooks Snooker Club,Restaurant/Cafe/Canteen,1,Long Lane,Halesowen,B62 9JZ,5,fhrs_5_en-GB,2019-11-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1817,1283257,PI/000242815,Soffio Lounge,Restaurant/Cafe/Canteen,1,111-112 High Street,Stourbridge,DY8 1EE,5,fhrs_5_en-GB,2021-06-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1818,1398443,PI/000243392,Sofie's Bakehouse,Other catering premises,7841,,,,5,fhrs_5_en-GB,2021-07-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1819,500239,PI/000011234,Sofi's Cafe,Restaurant/Cafe/Canteen,1,5 Castle Street,Dudley,DY1 1LA,4,fhrs_4_en-GB,2018-11-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1820,500238,PI/000011233,Sofi's Plaice,Takeaway/sandwich shop,7844,4,Castle Street,DY1 1LA,4,fhrs_4_en-GB,2019-04-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1821,1384353,PI/000244351,Soha's Waterfront,Restaurant/Cafe/Canteen,1,127-129 Dudley Road,Brierley Hill,DY5 1HD,3,fhrs_3_en-GB,2021-07-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1822,502180,PI/000136770,Soho Coffee Co,Restaurant/Cafe/Canteen,1,U29c,Merry Hill Centre,DY5 1SP,3,fhrs_3_en-GB,2019-05-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1823,501577,PI/000068606,Some Like It Hot,Takeaway/sandwich shop,7844,3 Wood Street,Dudley,DY2 0SP,5,fhrs_5_en-GB,2018-08-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1824,1175232,PI/000241050,Somers Catering,Other catering premises,7841,2 Grange Hill,Halesowen,B62 0JH,5,fhrs_5_en-GB,2019-08-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1825,1175219,PI/000240389,Somers Sports and Social Club,Pub/bar/nightclub,7843,2 Grange Hill,Halesowen,B62 0JH,2,fhrs_2_en-GB,2019-08-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1826,920401,PI/000234946,Sommai Thai,Restaurant/Cafe/Canteen,1,73 Mount Pleasant,Kingswinford,DY6 9ST,2,fhrs_2_en-GB,2021-05-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1827,500891,PI/000036974,Spar,Retailers - other,4613,102 Lawnswood Road,Wordsley,DY8 5NA,5,fhrs_5_en-GB,2013-09-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1828,896349,PI/000256133,Spar,Retailers - other,4613,13 Abbey Road,Lower Gornal,DY3 2PQ,5,fhrs_5_en-GB,2010-11-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1829,893011,PI/000233899,Spar,Retailers - other,4613,159 Bridgnorth Road,Wollaston,DY8 3NU,4,fhrs_4_en-GB,2019-07-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1830,501593,PI/000069355,Spar,Retailers - other,4613,19 Wordsley Green Shopping Centre,Wordsley,DY8 5PD,5,fhrs_5_en-GB,2019-02-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1831,1025812,PI/000237450,Spar,Retailers - other,4613,53 Queensway,Wollescote,DY9 9HJ,1,fhrs_1_en-GB,2020-03-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1832,501244,PI/000053770,Spar,Retailers - other,4613,81 Russells Hall Road,Dudley,DY1 2NW,5,fhrs_5_en-GB,2019-03-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1833,782269,PI/000230965,Spar,Retailers - other,4613,Toll House Stores,240 Hagley Road,B63 1EF,5,fhrs_5_en-GB,2019-11-07,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Hayley Green,Halesowen
1834,1069971,PI/000138089,Spar Express,Retailers - supermarkets/hypermarkets,7840,Unit 1,Stourbridge Bus Station,DY8 1HX,3,fhrs_3_en-GB,2018-08-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Foster Street East,Stourbridge
1835,717419,PI/000153100,Spar Supermarket,Retailers - other,4613,79 Halesowen Road,Netherton,DY2 9PY,4,fhrs_4_en-GB,2018-11-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1836,501340,PI/000058635,Sparkles Wines & Spirits,Retailers - other,4613,10 Stourbridge Road,Lye,DY9 7DL,Exempt,fhrs_exempt_en-GB,2012-10-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1837,1354535,PI/000243952,Spartan Restaurant,Restaurant/Cafe/Canteen,1,95 Wolverhampton Street,Dudley,DY1 3AP,3,fhrs_3_en-GB,2021-06-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1838,709481,PI/000152936,Specialist Event,Other catering premises,7841,Unit 3 To 4,Brook Park Trading Estate,DY9 8SN,5,fhrs_5_en-GB,2019-12-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brook Street,Lye
1839,576301,PI/000138668,Spectacular Buffets,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-10-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1840,1410178,PI/000245042,Spice Fusion,Takeaway/sandwich shop,7844,104 Kent Street,Upper Gornal,DY3 1UX,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1841,502158,PI/000136574,Spice Fusion,Restaurant/Cafe/Canteen,1,78 Long Lane,Halesowen,B62 9DJ,3,fhrs_3_en-GB,2019-07-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1842,1214165,PI/000241635,Spice Merchants,Takeaway/sandwich shop,7844,25 High Street,Quarry Bank,DY5 2JW,3,fhrs_3_en-GB,2019-11-07,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1843,1112364,PI/000239593,Spice Tree,Restaurant/Cafe/Canteen,1,53-54 High Street,Quarry Bank,DY5 2AA,3,fhrs_3_en-GB,2019-06-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1844,1173082,PI/000240768,Spice Village,Takeaway/sandwich shop,7844,173 High Street,Lye,DY9 8LN,3,fhrs_3_en-GB,2019-07-31,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1845,1177960,PI/000241012,Spices Restaurant,Other catering premises,7841,39 Dudley Street,Sedgley,DY3 1SA,5,fhrs_5_en-GB,2020-11-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1846,816963,PI/000163574,Spin2Win Entertainments Limited,Retailers - other,4613,Esd Business Park,Wollaston Road,DY8 4HE,4,fhrs_4_en-GB,2020-09-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Amblecote,Stourbridge
1847,1242737,PI/000241863,Spotty Zebra Day Nursery,Hospitals/Childcare/Caring Premises,5,Long Lane,Halesowen,B62 9JZ,4,fhrs_4_en-GB,2020-09-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1848,501562,PI/000068282,Springhead Poultry Farm,Retailers - other,4613,,,,5,fhrs_5_en-GB,2019-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1849,502068,PI/000135155,Springs Food Bank,Distributors/Transporters,7,Upper Gornal Methodist Church,Spills Meadow,DY3 1YB,Exempt,fhrs_exempt_en-GB,2012-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Upper Gornal,Dudley
1850,1224426,PI/000250604,Spuds Plus,Takeaway/sandwich shop,7844,8 High Oak,Pensnett,DY5 4LA,4,fhrs_4_en-GB,2020-01-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1851,744517,PI/000159642,St Andrew's Church Community Cafe,Restaurant/Cafe/Canteen,1,St Andrews United Reform Church,Bilston Street,DY3 1JA,5,fhrs_5_en-GB,2015-04-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Sedgley,Dudley
1852,500088,PI/000005175,St Andrews United Reform Church,Restaurant/Cafe/Canteen,1,Bilston Street,Sedgley,DY3 1JA,5,fhrs_5_en-GB,2018-11-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1853,501301,PI/000057232,St James Academy,School/college/university,7845,22-23 St James's Road,Dudley,DY1 3JE,5,fhrs_5_en-GB,2019-01-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1854,500662,PI/000029930,St James Methodist Church,Restaurant/Cafe/Canteen,1,High Street,Pensnett,DY5 4RH,5,fhrs_5_en-GB,2008-02-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1855,778705,PI/000152636,St Jamess Church,Restaurant/Cafe/Canteen,1,Salop Street,Dudley,DY1 3JA,5,fhrs_5_en-GB,2012-09-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1856,500078,PI/000004620,St James's Church Hall,Restaurant/Cafe/Canteen,1,Church Hall,St James's Parish Church,DY8 3SE,4,fhrs_4_en-GB,2019-04-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Bridgnorth Road,Wollaston
1857,501212,PI/000051225,St John The Baptists Church,Restaurant/Cafe/Canteen,1,Queensway,Halesowen,B63 4AF,5,fhrs_5_en-GB,2010-12-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1858,500413,PI/000019323,St John the Evangelist,Retailers - other,4613,Dudley Wood Road,Netherton,DY2 0DT,Exempt,fhrs_exempt_en-GB,2011-02-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1859,500898,PI/000037206,St Josephs RC Primary School,School/college/university,7845,Lea Vale Road,Norton,DY8 2DT,5,fhrs_5_en-GB,2020-02-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1860,664564,PI/000148761,St Joseph's The Extra Club,Other catering premises,7841,St Josephs Rc Primary School,Lea Vale Road,DY8 2DT,5,fhrs_5_en-GB,2019-12-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Norton,Stourbridge
1861,1173084,PI/000241026,St Margaret's at,School/college/university,7845,Hasbury Nursery School,Hagley Road,B63 4QD,5,fhrs_5_en-GB,2019-07-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1862,500526,PI/000026563,St Margaret's of Hasbury,School/college/university,7845,Hasbury Nursery School,Hagley Road,B63 4QD,5,fhrs_5_en-GB,2019-04-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1863,500660,PI/000029924,St Marks CE Primary School,School/college/university,7845,High Street,Pensnett,DY5 4DZ,5,fhrs_5_en-GB,2020-02-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1864,500198,PI/000009528,St Marks House,Hospitals/Childcare/Caring Premises,5,Brook Street,Lye,DY9 8SN,5,fhrs_5_en-GB,2019-03-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1865,501060,PI/000042527,St Mary's Catholic Primary School,School/college/university,7845,Mill Street,Brierley Hill,DY5 2TH,5,fhrs_5_en-GB,2019-02-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1866,501206,PI/000051010,St Marys Ce Primary School,School/college/university,7845,Queen Street,Kingswinford,DY6 7AQ,5,fhrs_5_en-GB,2018-11-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1867,501874,PI/000129865,St Mary's Pre-school,Hospitals/Childcare/Caring Premises,5,St Marys Church Hall,Rectory Road,DY8 2HA,5,fhrs_5_en-GB,2019-07-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Oldswinford,Stourbridge
1868,778697,PI/000120210,St Michaels Church,Restaurant/Cafe/Canteen,1,Maynard Avenue,Norton,DY8 3EE,4,fhrs_4_en-GB,2019-05-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1869,501483,PI/000064632,St Pauls Parochial Hall,Restaurant/Cafe/Canteen,1,Vicarage Road,Halesowen,B62 8HX,4,fhrs_4_en-GB,2010-03-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1870,500827,PI/000032382,St Peters Church,Other catering premises,7841,Hiplands Road,Halesowen,B62 0BH,5,fhrs_5_en-GB,2019-11-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1871,501171,PI/000048932,St Peters Pre-School,Hospitals/Childcare/Caring Premises,5,St Peters Community Centre,Pedmore Lane,DY9 0SW,4,fhrs_4_en-GB,2013-06-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Pedmore,Stourbridge
1872,1384357,PI/000244553,Staff Restaurant,Restaurant/Cafe/Canteen,1,LCP House (Building 36),First Avenue,DY6 7NA,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Pensnett Trading Estate,Kingswinford
1873,500555,PI/000026939,Stag & Three Horseshoes,Pub/bar/nightclub,7843,Halesowen Road,Halesowen,B62 9BB,5,fhrs_5_en-GB,2019-12-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1874,500256,PI/000012486,Stallings Fryer,Takeaway/sandwich shop,7844,Shop,11 Charterfield Shopping Centre,DY6 7SH,4,fhrs_4_en-GB,2020-09-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Kingswinford,
1875,501089,PI/000044575,Standard Plus Butchers,Retailers - other,4613,New Road,Netherton,DY2 8SY,5,fhrs_5_en-GB,2019-05-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1876,500373,PI/000018991,Stanford House,Hospitals/Childcare/Caring Premises,5,Stanford House Care Home,15 Dudley Road,DY3 1ST,1,fhrs_1_en-GB,2020-02-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Sedgley,Dudley
1877,1093000,PI/000239880,Star Cakes,Other catering premises,7841,,,,5,fhrs_5_en-GB,2019-01-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1878,1399107,PI/000241657,Star Wines & Newsagents,Retailers - other,4613,106 Stourbridge Road,Dudley,DY1 2DW,4,fhrs_4_en-GB,2021-08-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1879,768812,PI/000163686,Starbucks Block 11,Restaurant/Cafe/Canteen,1,Halesowen College,Whittingham Road,B63 3NA,5,fhrs_5_en-GB,2019-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1880,873931,PI/000253955,Starbucks Coffee,Restaurant/Cafe/Canteen,1,Kiosk 7a,Merry Hill Centre,DY5 1QX,5,fhrs_5_en-GB,2018-06-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1881,1398448,PI/000244810,Starbucks Coffee Company,Restaurant/Cafe/Canteen,1,Central Way,Brierley Hill,DY5 1SF,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1882,501959,PI/000132798,Starlight News,Retailers - other,4613,93 Sedgley Road,Tipton,DY1 4NE,3,fhrs_3_en-GB,2018-09-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1883,1248705,PI/000242029,Station Grill,Takeaway/sandwich shop,7844,2 Vauxhall Road,Stourbridge,DY8 1EX,5,fhrs_5_en-GB,2021-02-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1884,501205,PI/000051000,Steak House,Mobile caterer,7846,Chalet Plot 5,Dudley Showman's Chalet and Caravan Site,DY2 0DT,5,fhrs_5_en-GB,2019-06-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Quarry Road,Netherton
1885,1367415,PI/000244083,Steph's Sweet Treats,Other catering premises,7841,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1886,736269,PI/000155034,Sticky Fig Catering,Other catering premises,7841,Unit 17,Lye Business Centre,DY9 8QH,5,fhrs_5_en-GB,2018-06-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Enterprise Drive,Lye
1887,1355853,PI/000243965,Sticky Scones Limited,Other catering premises,7841,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1888,1229434,PI/000241973,Stir ADC,Restaurant/Cafe/Canteen,1,Art and Design Centre,Venture Way,DY5 1RU,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1889,946913,PI/000235906,Stir Juice Bar,Restaurant/Cafe/Canteen,1,25 Tower Street,Dudley,DY1 1AF,5,fhrs_5_en-GB,2018-11-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1890,1081357,PI/000239066,Stir Refectory,Restaurant/Cafe/Canteen,1,CAT Centre,Dudley College,DY5 1LX,4,fhrs_4_en-GB,2020-02-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Waterfront West,Brierley Hill
1891,500844,PI/000034040,Stirchley Burger Co Ltd,Manufacturers/packers,7839,James Scott Road,Cradley,B63 2QT,5,fhrs_5_en-GB,2018-04-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1892,501330,PI/000058486,Stoneleigh Care Homes Limited,Hospitals/Childcare/Caring Premises,5,Stoneleigh House Care Home,166-168 Stourbridge Road,DY1 2ER,5,fhrs_5_en-GB,2019-04-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1893,896238,PI/000058472,Stoneleigh Day Centre,Hospitals/Childcare/Caring Premises,5,151 Stourbridge Road,Dudley,DY1 2EP,5,fhrs_5_en-GB,2016-12-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1894,1012117,PI/000237330,Storage = Eat May Butty,Retailers - other,4613,,,,Exempt,fhrs_exempt_en-GB,2017-10-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1895,501993,PI/000133462,Stourbridge Academy,Pub/bar/nightclub,7843,The Arena,Hagley Road,DY8 1QH,4,fhrs_4_en-GB,2017-07-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1896,896264,PI/000226753,Stourbridge Cricket Club,Pub/bar/nightclub,7843,War Memorial Athletics Ground,High Street,DY8 4HN,4,fhrs_4_en-GB,2019-06-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Amblecote,Stourbridge
1897,1243139,PI/000241965,Stourbridge Fish Bar,Takeaway/sandwich shop,7844,21 Coventry Street,Stourbridge,DY8 1EP,5,fhrs_5_en-GB,2020-11-27,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1898,730382,PI/000153406,Stourbridge Golf Club,Restaurant/Cafe/Canteen,1,Worcester Lane,Stourbridge,DY8 2RB,2,fhrs_2_en-GB,2020-02-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1899,877747,PI/000257036,Stourbridge Health Store,Retailers - other,4613,Unit C,Victoria Passage,DY8 1DP,5,fhrs_5_en-GB,2013-05-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1900,500976,PI/000040600,Stourbridge Institute Social Club,Pub/bar/nightclub,7843,12 Market Street,Stourbridge,DY8 1AD,3,fhrs_3_en-GB,2019-09-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1901,500371,PI/000018888,Stourbridge Old Edwardian Club,Pub/bar/nightclub,7843,Stourbridge Old Edwardians Club,Drury Lane,DY8 1BL,4,fhrs_4_en-GB,2019-04-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1902,1099591,PI/000239911,Stourbridge Pizza & Kebab,Takeaway/sandwich shop,7844,72 High Street,Stourbridge,DY8 1DX,5,fhrs_5_en-GB,2019-07-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1903,500427,PI/000020589,Stourbridge Royal British Legion,Pub/bar/nightclub,7843,104 Enville Street,Stourbridge,DY8 1XW,4,fhrs_4_en-GB,2019-10-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1904,501394,PI/000061274,Stourbridge Town Hall,Restaurant/Cafe/Canteen,1,Stourbridge Public Library,The Crown Centre,DY8 1YE,5,fhrs_5_en-GB,2019-07-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1905,962801,PI/000235704,Straits News,Retailers - other,4613,114 The Straits,Lower Gornal,DY3 3BA,5,fhrs_5_en-GB,2018-09-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1906,500927,PI/000038591,Straits Primary School,School/college/university,7845,Longfellow Road,Lower Gornal,DY3 3EE,5,fhrs_5_en-GB,2018-10-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1907,768806,PI/000163540,Street Bike Cafe,Restaurant/Cafe/Canteen,1,91-107 Dudley Road,Halesowen,B63 3NS,5,fhrs_5_en-GB,2019-05-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1908,1375690,PI/000244318,STUFFED by Cartwright,Restaurant/Cafe/Canteen,1,Unit 17B Victoria Passage,Stourbridge,DY8 1DP,5,fhrs_5_en-GB,2021-06-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1909,744520,PI/000160307,Subway,Takeaway/sandwich shop,7844,200 High Street,Dudley,DY1 1QQ,4,fhrs_4_en-GB,2018-11-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
