NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,CONG_DIST,COUNTY,NEAR_CITY,DIST_CITY,RIVER,PRM_PURPOS,NID_DAMTYP,YEAR_COMPL,NID_HEIGHT,NID_STOR,DAM_LENGTH,MAX_DISCH,OWNER,OWN_TYPE,STATE_AGCY,FED_AGCY,NONFED_DAM,SECT_TOWN,PURPOSE,DAM_TYPE,DAM_HEIGHT,HYDR_HGT,STRUCT_HGT,NORM_STOR,MAX_STOR,SURF_AREA,DRAIN_AREA,SPILL_TYPE,SPILL_WDTH,NUM_LOCKS,LOCK_LEN,LOCK_WIDTH,VOLUME,INSP_DATE,PHASEI_INS,FD_CONSTRC,FD_DESIGN,FD_FUNDING,FD_INSPECT,FD_OPERATE,FD_OTHER,FD_OWNER,FD_REGULAT,SUPP_FED,SUPP_DATE,SOURC_AGCY,SOURC_DATE,SOURCE_ID,LONGITUD_X,LATITUDE_Y,FIPS_STATE,FIPS_CNTY,RECID
OH02657,OH,BOWMAN LAKE DAM,,LOW,,OHIO,OH-04,WYANDOT,TIFFIN,,TR-SANDUSKY RIVER,RECREATION,GRAVITY,,23,130,330,194,CRAIG BOWMAN & BARBARA BOWMAN BICKHAM,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,TYMOCHTEE,R,RE,23,20,,85,130,12.8,0.35,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0732-001,-83.250556,40.932778,39,39175,1482
OH02658,OH,BUD LAKE DAM,,LOW,,OHIO,OH-04,WYANDOT,TIFFIN,,,RECREATION,GRAVITY,,26,45,170,110,LEE R. & MARY LOU BAILEY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MIFFLIN,R,RE,26,24,,34,45,4.3,0.03,,,,,,,12/04/1989,NO,,,,,,,,,,,OH,05/09/1995,0533-002,-83.3825,40.7425,39,39175,1483
OH02660,OH,ELLIS LAKE NO. 2 DAM,,LOW,,OHIO,OH-04,WYANDOT,TIFFIN,,TR-PORCUPINE CREEK,RECREATION,GRAVITY,,25,69,270,554,"ELLIS LAKE RECREATION CLUB, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CRANE,R,RE,25,21,,35.4,69.3,5.2,0.07,,,,,,,30/09/1991,NO,,,,,,,,,,,OH,05/09/1995,0731-006,-83.2275,40.885,39,39175,1484
OH02665,OH,KILLDEER WILDLIFE POND DAM,,LOW,,OHIO,OH-04,WYANDOT,MARSEILLES,,TR-TYMOCHTEE CREEK,RECREATION,GRAVITY,,7,132,1230,,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,MARSEILLES,R,RE,7,6,,86,132,43,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0532-005,-83.34,40.7175,39,39175,1485
OH02668,OH,RUSH CREEK STRUCTURE NO. III-E,LAKE ST. JOSEPH,SIGNIFICANT,,OHIO,OH-18,PERRY,CARTHON,,CENTER BRANCH RUSH CREEK,FLOOD CONTROL,GRAVITY,1986,42,2667,1120,14701,RUSH CREEK CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,READING,C,RE,42,23,,459,2667,62,7.6,U,200,,,,167547,15/11/1990,NO,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9622-006,-82.333333,39.773611,39,39127,1486
OH02669,OH,SAUER LAKE DAM,,LOW,,OHIO,OH-13,TRUMBULL,EAST FARMINGTON,28.4,MUD RUN,RECREATION,GRAVITY,1960,14,56,280,505,WILLIAM G. & DOROTHY M. SAUER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CHAMPION,R,RE,14,10,,20.6,55.9,6.2,1.1,,,,,,,08/04/1991,NO,,,,,,,,,,,OH,05/09/1995,1207-012,-80.9025,41.32,39,39155,1487
OH02670,OH,INDUSTRIAL LAKE DAM,,SIGNIFICANT,,OHIO,OH-05,HENRY,TEXAS,7.6,TR-MAUMEE RIVER,OTHER,GRAVITY,,10,69,240,44,CLEVITE ELASTOMERS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LIBERTY,O,RE,10,4,,7,69,7,0.22,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1340-004,-84.089167,41.410556,39,39069,1488
OH02671,OH,TWIN LAKES DAM,,LOW,,OHIO,OH-18,COSHOCTON,DRESDEN,11.7,TR-MILL FORK,OTHER,GRAVITY,1967,17,95,100,27,JAMES H. GLASS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JACKSON,O,RE,17,14,,11.5,95.2,21.3,0.1,,,,,,,14/05/1991,NO,,,,,,,,,,,OH,05/09/1995,0117-014,-81.925,40.233333,39,39031,1489
OH02672,OH,LAKE GLORIA DAM,,LOW,,OHIO,OH-01,HAMILTON,NEW BURLINGTON,0.2,TR-WEST FORK MILL CREEK,RECREATION,GRAVITY,,11,101,1200,1245,LAKE GLORIA FISHING & GOLF,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,COLERAIN,R,RE,11,7,,36,101,15,0.37,,,,,,,25/08/1994,NO,,,,,,,,,,,OH,05/09/1995,9244-001,-84.576944,39.267778,39,39061,1490
OH02674,OH,ROLLIN LAKE DAM,,LOW,,OHIO,OH-05,LORAIN,WELLINGTON,7.6,TR-CHARLEMONT CREEK,RECREATION,GRAVITY,,17,76,400,1369,JIM ROLLIN,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HUNTINGTON,R,RE,17,11,,27.2,76.5,8,0.9,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1021-006,-82.234722,41.090833,39,39093,1491
OH02675,OH,WIEMEYER LAKE DAM,,HIGH,,OHIO,OH-02,CLERMONT,CRAVER,1.3,TR-LICK FORK,RECREATION,GRAVITY,1986,52,53,1000,154,EUGENE (DUTCH) WIEMEYER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,STONELICK,R,RE,52,49,,40,53,3.5,0.05,,,,,,,28/09/1992,NO,,,,,,,,,,,OH,05/09/1995,9141-018,-84.185,39.160833,39,39025,1492
OH02676,OH,FOREST MEADOWS LAKE DAM,,SIGNIFICANT,,OHIO,OH-13,MEDINA,ABBEYVILLE,2.5,TR-WEST BRANCH ROCKY RIVER,RECREATION,GRAVITY,1959,15,32,300,,FOREST MEADOWS LAKE ASSOCIATION,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF MEDINA,R,RE,15,13,,21.8,31.6,5.2,0.23,,,,,,,15/12/1994,NO,,,,,,,,,,,OH,05/09/1995,1116-013,-81.851389,41.152778,39,39103,1493
OH02677,OH,BIEBER LAKE DAM,,LOW,,OHIO,OH-17,MAHONING,BOARDMAN,3.6,MILL CREEK-OS,RECREATION,GRAVITY,,14,338,,,ORVILLE & DELORIS BIEBER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BEAVER,R,RE,14,10,,141.1,337.8,46,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0705-026,-80.691667,40.983333,39,39099,1494
OH02678,OH,BETHEL LOW HEAD DAM,,SIGNIFICANT,,OHIO,OH-02,CLERMONT,BATAVIA,13,CLOVERLICK CREEK,WATER SUPPLY,GRAVITY,,12,25,220,,VILLAGE OF BETHEL,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,TATE,S,CNPG,12,12,,24.6,24.6,6.4,16.3,,,,,,,03/11/1994,NO,,,,,,,,,,,OH,05/09/1995,8740-027,-84.068056,38.988889,39,39025,1495
OH02679,OH,RUSH CREEK STRUCTURE NO. VII-A,,HIGH,,OHIO,OH-07,FAIRFIELD,NORTH BERNE,3.2,TR-RACCOON RUN,FLOOD CONTROL,GRAVITY,,41,1585,1170,,RUSH CREEK CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,PLEASANT,C,RE,41,18,,159,1585,27,2.4,U,100,,,,113982,23/03/1992,NO,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9524-024,-82.516667,39.735278,39,39045,1496
OH02682,OH,ANSONIA SEWAGE LAGOON II,,SIGNIFICANT,,OHIO,OH-08,DARKE,ANSONIA,0.1,OFFSTREAM,OTHER,GRAVITY,,20,44,,3,VILLAGE OF ANSONIA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BROWN,O,RE,20,17,,28,43.9,5,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0145-007,-84.633333,40.220556,39,39037,1497
OH02685,OH,VALLEY LAKE DAM,,SIGNIFICANT,NO,OHIO,OH-13,TRUMBULL,SOUTHINGTON,5.5,TR-DEAD BRANCH OF GRAND RIVER,RECREATION,GRAVITY,,12,115,300,465,ROBERT RIEKE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SOUTHINGTON,R,RE,12,9,,50.5,114.8,17,2.98,,,,,,,03/04/1995,NO,,,,,,,,,,,OH,05/09/1995,1207-020,-80.938889,41.305833,39,39155,1498
OH02686,OH,ANSONIA SEWAGE LAGOON I,,SIGNIFICANT,,OHIO,OH-08,DARKE,ANSONIA,0.1,OFFSTREAM,OTHER,GRAVITY,,20,44,,3,VILLAGE OF ANSONIA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BROWN,O,RE,20,17,,28,43.9,5,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0145-006,-84.630833,40.220556,39,39037,1499
OH02687,OH,CHESTER LAKE DAM,,LOW,,OHIO,OH-13,MEDINA,VALLEY CITY,7,TR-MALLET CREEK,,GRAVITY,,21,57,1220,60,JACK CHESTER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LAFAYETTE,,RE,21,20,,49.1,56.7,8,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1117-022,-81.921389,41.1325,39,39103,1500
OH02688,OH,LOW HEAD DAM,,LOW,,OHIO,OH-14,SUMMIT,CUYAHOGA FALLS,1,CUYAHOGA RIVER,WATER SUPPLY,,,12,200,350,,SONOCO PRODUCTS COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF STOW,S,,12,12,,200,200,50,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1113-035,-81.436667,41.141389,39,39153,1501
OH02689,OH,LOREL'S LAKE CAMPGROUND DAM,,LOW,,OHIO,OH-17,TRUMBULL,HUBBARD,1.1,TR-LITTLE YANKEE RUN,RECREATION,,,12,72,460,1353,CHESTNUT RIDGE ASSOC,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HUBBARD,R,,12,7,,14.5,71.5,7,16.15,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1104-009,-80.581667,41.191667,39,39155,1502
OH02694,OH,WATSON LAKE DAM,,LOW,,OHIO,OH-17,MAHONING,NILES,8.5,MORRISON RUN,RECREATION,GRAVITY,,11,50,400,699,NORMA J. WATSON,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JACKSON,R,RE,11,8,,21.9,50.5,8,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1006-016,-80.865278,41.107778,39,39099,1503
OH02701,OH,LAKE LILA UPGROUND RESERVOIR,,LOW,,OHIO,OH-18,COSHOCTON,PLAINFIELD,3.8,OFFSTREAM,RECREATION,GRAVITY,1953,9,109,1600,25,LEON A. ROSS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LINTON,R,RE,9,7,,40.7,109.3,18.5,0.08,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0115-006,-81.670833,40.213889,39,39031,1504
OH02702,OH,AMERICAN MATSUSHITA ELECTRONICS DAM,,SIGNIFICANT,,OHIO,OH-08,MIAMI,TIPP CITY,2.9,TR-GREAT MIAMI RIVER,RECREATION,,,10,98,480,271,AMERICAN MATSUSHITA ELECTRONICS CORP,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CONCORD,R,,10,5,,20.2,98.1,14,4.87,,,,,,,15/10/1992,NO,,,,,,,,,,,OH,05/09/1995,0041-012,-84.233333,40.016111,39,39109,1505
OH02705,OH,CLEAR CREEK LAKE DAM,,LOW,,OHIO,OH-08,SHELBY,PIQUA,6.4,MIAMI AND ERIE FEEDER CANAL,RECREATION,,,21,68,1650,130,THOMAS E & PATRICIA A. ROBINSON,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,R,,21,19,,48.8,67.6,7,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0141-003,-84.199444,40.230556,39,39149,1506
OH02707,OH,CRAWFORD FITTING COMPANY POND DAM,,LOW,,OHIO,OH-13,PORTAGE,,,TR-CUYAHOGA RIVER,RECREATION,GRAVITY,,15,57,950,38,CRAWFORD FITTING COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SHALERSVILLE,R,RE,15,13,,41,57.4,10,0.35,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1211-002,-81.2425,41.253611,39,39133,1507
OH02712,OH,USS/KOBE LAKE DAM,,SIGNIFICANT,N/R,OHIO,OH-13,LORAIN,SHEFFIELD,0.6,BLACK RIVER,WATER SUPPLY,GRAVITY,,15,96,1150,110,USS/KOBE STEEL COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF LORAIN,SO,RE,15,11,,46.4,96.1,12.2,0.1,,,,,,,23/09/1992,NO,,,,,,,,,,,OH,05/09/1995,1320-012,-82.115278,41.456111,39,39093,1508
OH02713,OH,RIDGEWOOD LAKE DAM,,LOW,,OHIO,OH-13,MEDINA,GHENT,4.4,YELLOW CREEK,RECREATION,GRAVITY,1965,13,50,925,88,DAVID L & MARLENE M POLING,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SHARON,R,RE,13,10,,22.1,50,8,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1115-040,-81.687778,41.126667,39,39103,1509
OH02715,OH,GALLERY LAKE DAM,,LOW,,OHIO,OH-13,MEDINA,COLUMBIA STATION,7,TR-PLUM CREEK,RECREATION,GRAVITY,,12,78,450,65,JAMES & KAREN BELICH DILLARD,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LIVERPOOL,R,RE,12,9,,29.3,77.9,10,0.21,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1117-029,-81.964722,41.228333,39,39103,1510
OH02716,OH,SHARON GOLF CLUB LAKE DAM,,LOW,,OHIO,OH-13,MEDINA,NORTH BARBERTON,3.1,TR-WOLF CREEK,RECREATION,GRAVITY,1960,8,73,650,422,THE SHARON GOLF CLUB,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SHARON,R,RE,8,4,,14.7,73.2,11,3.77,,,,,,,22/06/1993,NO,,,,,,,,,,,OH,05/09/1995,1015-014,-81.728056,41.106667,39,39103,1511
OH02719,OH,FISCHER LAKE DAM,,LOW,,OHIO,OH-19,ASHTABULA,ASHTABULA,9.1,TR-ASHTABULA RIVER,RECREATION,GRAVITY,,14,96,313,537,WILLIAM E. & JAUNITA J. FISCHER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SHEFFIELD,R,RE,14,9,,27,96.1,10,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1605-005,-80.691667,41.835,39,39007,1512
OH02720,OH,CENTERVILLE MILLS LAKE DAM,,LOW,,OHIO,,PORTAGE,GATES MILLS,16.7,TR-AURORA BRANCH,RECREATION,GRAVITY,,11,55,910,404,CLEVELAND YMCA,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BAINBRIDGE,R,RE,11,7,,10.7,54.8,5,10.63,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1212-002,-81.3375,41.348333,39,,1513
OH02723,OH,WOODMERE ESTATES DAM #1,,LOW,,OHIO,OH-16,STARK,CANAL FULTON,0.4,TR-NIMISILA CREEK,RECREATION,GRAVITY,1978,17,60,175,1193,HAROLD T. BRICKER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JACKSON,RC,RE,17,10,,13,60,4.3,1.21,,,,,,,25/01/1990,NO,,,,,,,,,,,OH,05/09/1995,0714-044,-81.523333,40.899722,39,39151,1514
OH02725,OH,WRIGHT LAKE DAM #2,,LOW,,OHIO,OH-12,LICKING,PATASKALA,2.5,TR-SOUTH FORK OF LICKING RIVER,RECREATION,GRAVITY,1990,36,22,140,516,WILLIAM WRIGHT,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JERSEY,R,RE,36,31,,13.1,22.3,1.5,0.11,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0025-015,-82.678333,40.035833,39,39089,1515
OH02726,OH,LAKE CHETAC DAM,LAKE CHETAC FISHING LAKE,HIGH,,OHIO,OH-02,WARREN,MONTGOMERY,2.6,TR-POLK RUN,RECREATION,GRAVITY,1940,13,53,400,,RICHARD STOVER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,DEERFIELD,R,RE,13,10,,21,53,6.6,0.61,,,,,,,26/04/1994,NO,,,,,,,,,,,OH,05/09/1995,9242-015,-84.345833,39.299167,39,39165,1516
OH02727,OH,ST. HENRY WASTEWATER LAGOON SYSTEM,,SIGNIFICANT,,OHIO,OH-08,MERCER,COLDWATER,3.8,COLDWATER CREEK-OS,OTHER,GRAVITY,1988,16,236,,,VILLAGE OF ST. HENRY,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,GRANVILLE,O,RE,16,,,,235.7,,,,,,,,,01/11/1989,NO,,,,,,,,,,,OH,05/09/1995,0344-007,-84.624444,40.43,39,39107,1517
OH02729,OH,HICKORY HILLS PARK LAKE DAM,,HIGH,,OHIO,OH-13,PORTAGE,NEWTON FALLS,16.1,TR-MAHONING RIVER,RECREATION,GRAVITY,1958,12,121,450,113,HICKORY HILLS LAKE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ROOTSTOWN,R,RE,12,9,,42,121,15.7,0.2,,,,,,,07/06/1990,NO,,,,,,,,,,,OH,05/09/1995,1011-015,-81.2175,41.110833,39,39133,1518
OH02730,OH,VETERANS MEMORIAL RESERVOIR,,HIGH,,OHIO,OH-04,HANCOCK,FOSTORIA,3.8,EAST BRANCH PORTAGE RIVER-OS,WATER SUPPLY,GRAVITY,1992,38,4834,12249,47,CITY OF FOSTORIA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,SR,RE,32,27,38,4013.3,4834.3,160.8,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1133-006,-83.455556,41.133333,39,39063,1519
OH02733,OH,LICKING COUNTY PARK DAM,,LOW,,OHIO,OH-18,LICKING,UNION STATION,1.9,RAMP CREEK,RECREATION,GRAVITY,,19,66,1100,3584,LICKING PARK DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,GRANVILLE,R,RE,19,9,,12,66.1,4,0.17,,,,,,,16/06/1992,NO,,,,,,,,,,,OH,05/09/1995,0024-018,-82.518333,40.028333,39,39089,1520
OH02734,OH,REMINGTON STATION APARTMENTS DAM,,HIGH,N/R,OHIO,OH-12,FRANKLIN,COLUMBUS,0.4,,FLOOD CONTROL,GRAVITY,,13,19,100,160,REMINGTON STATION APARTMENTS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BLENDON,C,RE,13,10,,10.6,18.8,3.5,0.2,,,,,,,03/06/1992,NO,,,,,,,,,,,OH,05/09/1995,0027-010,-82.889722,40.087778,39,39049,1521
OH02735,OH,CONSOL POND DAM,,LOW,,OHIO,OH-18,BELMONT,FAIRPOINT,2.7,MCCRACKEN RUN,OTHER,GRAVITY,,19,112,280,275,CONSOLIDATION COAL COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WHEELING,O,RE,19,7,,13.5,112.3,7,1.67,,,,,,,23/01/1992,NO,,,,,,,,,,,OH,05/09/1995,0107-010,-80.953056,40.156389,39,39013,1522
OH02736,OH,HIGHBANKS METRO PARK LAKE DAM,,SIGNIFICANT,,OHIO,OH-12,DELAWARE,MOUNT AIR,2.3,,RECREATION,GRAVITY,,30,19,210,16,COLUMBUS & FRANKLIN COUNTY METROPARKS,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,ORANGE,R,RE,30,26,,10.1,18.9,1.8,0.13,,,,,,,07/02/1991,NO,,,,,,,,,,,OH,05/09/1995,0130-012,-83.034167,40.155,39,39041,1523
OH02737,OH,LEXINGTON GLEN DAM,,HIGH,N/R,OHIO,OH-12,DELAWARE,DELAWARE,0.8,DELAWARE RUN,RECREATION,GRAVITY,1990,32,76,175,3388,MEDCO GROUP,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,DELAWARE,R,RE,23,16,32,27,76.5,4.9,0.35,,,,,,,22/08/1990,NO,,,,,,,,,,,OH,05/09/1995,0230-005,-83.098333,40.308333,39,39041,1524
OH02743,OH,COLDWATER WASTEWATER TREATMENT,,HIGH,YES,OHIO,OH-08,MERCER,COLDWATER,,HARDIN CREEK,OTHER,GRAVITY,1991,27,674,9300,,VILLAGE OF COLDWATER,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BUTLER,O,RE,25,,27,,674,,0.05,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0344-008,-84.62,40.493333,39,39107,1525
OH02749,OH,ROBBINS POND DAM,,SIGNIFICANT,,OHIO,OH-04,ALLEN,ALLENTOWN,3,TR-OTTAWA RIVER,RECREATION,GRAVITY,1992,18,109,255,1097,LARRY ROBBINS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SHAWNEE,R,RE,18,11,,41.4,109,7,0.33,,,,,,,02/07/1992,NO,,,,,,,,,,,OH,05/09/1995,0541-021,-84.1775,40.713889,39,39003,1526
OH02750,OH,SIPPO LAKE DAM,,LOW,,OHIO,OH-16,STARK,MASSILLON,0.6,TR-SIPPO CREEK,RECREATION,GRAVITY,,8,389,445,346,STARK COUNTY PARK DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,PERRY,R,RE,8,6,,165.8,388.6,88,3.1,,,,,,,19/12/1991,NO,,,,,,,,,,,OH,05/09/1995,0613-005,-81.45,40.797778,39,39151,1527
OH02753,OH,NEW WASHINGTON RESERVOIR NO. 1 (EAST),,HIGH,N/R,OHIO,OH-04,CRAWFORD,NEW WASHINGTON,0.4,BROKENKNIFE CREEK-OS,WATER SUPPLY,GRAVITY,1939,12,39,1520,,VILLAGE OF NEW WASHINGTON,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CRANBERRY,SR,RE,12,8,,30,39,2.9,0.01,,,,,,,15/03/1990,NO,,,,,,,,,,,OH,05/09/1995,0726-001,-82.856944,40.951667,39,39033,1528
OH02760,OH,RANGER LAKE DAM,,LOW,,OHIO,OH-19,CUYAHOGA,BRUNSWICK HILLS,1.1,TR-ROCKY RIVER,OTHER,GRAVITY,1980,26,23,165,350,CLEVELAND METROPOLITAN PARK DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF STRONGSVILLE,O,RE,26,22,,14.8,23.4,2.1,0.08,,,,,,,27/08/1992,NO,,,,,,,,,,,OH,05/09/1995,1216-019,-81.825556,41.363333,39,39035,1529
OH02761,OH,ELYRIA COUNTRY CLUB LOW HEAD DAM,,SIGNIFICANT,N/R,OHIO,OH-05,LORAIN,ELYRIA,1.4,WEST BRANCH BLACK RIVER,RECREATION,GRAVITY,,8,85,104,322,ELYRIA COUNTRY CLUB,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CARLISLE,R,MS,8,8,,85,85,32,168,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1220-028,-82.122222,41.336111,39,39093,1530
OH02762,OH,MIDDLEFIELD RECREATIONAL PARK LAKE DAM,,HIGH,,OHIO,OH-13,GEAUGA,MIDDLEFIELD,0.1,TR-EAST BRANCH CUYAHOGA RIVER,RECREATION,GRAVITY,,16,44,180,533,VILLAGE OF MIDDLEFIELD,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,MIDDLEFIELD,R,RE,16,11,,9.2,44,2.8,2.17,,,,,,,01/09/1992,NO,,,,,,,,,,,OH,05/09/1995,1310-007,-81.076667,41.46,39,39055,1531
OH02764,OH,SHAKER HEIGHTS COUNTRY CLUB NO. 2 DAM,GREEN LAKE,SIGNIFICANT,,OHIO,OH-11,CUYAHOGA,SHAKER HEIGHTS,0.1,TR-DOAN BROOK,RECREATION,GRAVITY,,19,62,300,1003,SHAKER HEIGHTS COUNTRY CLUB,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF SHAKER HEIGHTS,R,RE,19,14,,21.8,61.7,5.5,1.4,,,,,,,17/04/1991,NO,,,,,,,,,,,OH,05/09/1995,1314-006,-81.563889,41.475278,39,39035,1532
OH02766,OH,CLAGUE PARK LAKE DAM,,LOW,N/R,OHIO,OH-10,CUYAHOGA,WESTLAKE,,SPERRY CREEK,RECREATION,GRAVITY,1994,20,74,410,8320,CITY OF WESTLAKE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF WESTLAKE,R,CNPGRE,20,11,,10.5,74.2,3.1,2.98,,,,,,,08/06/1989,NO,,,,,,,,,,,OH,05/09/1995,1317-005,-81.884722,41.4675,39,39035,1533
OH02767,OH,BOWLING GREEN UPGROUND RES & SLUDGE LGNS,,HIGH,,OHIO,OH-05,WOOD,WATERVILLE,0.9,MAUMEE RIVER-OS,WATER SUPPLY,GRAVITY,1989,25,540,18130,,CITY OF BOWLING GREEN,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,MIDDLETOWN,S,RE,21,25,,434,540,20.5,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1335-005,-83.731667,41.476667,39,39173,1534
OH02768,OH,PROVIDENCE DAM,,HIGH,N/R,OHIO,OH-05,WOOD,WATERVILLE,12,MAUMEE RIVER,RECREATION,GRAVITY,1907,9,8925,1188,,"ODNR, DIVISION OF WATER",STATE,"OHIO DNR, DIVISION OF WATER",,NO,GRAND RAPIDS,RS,CNPG,9,9,,8925,,1785,6058,,,,,,,12/09/1990,NO,,,,,,,,,,,OH,05/09/1995,1336-001,-83.871667,41.415556,39,39173,1535
OH02769,OH,GRAND RAPIDS DAM,,HIGH,,OHIO,OH-05,WOOD,WATERVILLE,12,MAUMEE RIVER,RECREATION,GRAVITY,1907,8,8925,642,,"ODNR, DIVISION OF WATER",STATE,"OHIO DNR, DIVISION OF WATER",,NO,GRAND RAPIDS,RS,CNPG,8,8,,8925,,1785,6058,,,,,,,12/09/1990,NO,,,,,,,,,,,OH,05/09/1995,1337-002,-83.875833,41.4125,39,39173,1536
OH02770,OH,GERLAT LAKE DAM,,SIGNIFICANT,,OHIO,,ASHTABULA,ROCK CREEK,,TR-ROAMING ROCK,,GRAVITY,,20,39,290,,NORMAN G. GERLAT,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,NEW LYME,,RE,20,17,,20.7,39.4,4,,,,,,,,30/03/1993,NO,,,,,,,,,,,OH,05/09/1995,1406-001,-80.78,40.616111,39,,1537
OH02774,OH,HOPPER LAKE DAM,,HIGH,,OHIO,OH-19,ASHTABULA,CIRCLE RESORT,25,,RECREATION,GRAVITY,1970,11,24,300,53,CAL HOPPER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WINDSOR,R,RE,11,8,,6.7,24.5,2.5,0.01,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1407-007,-80.969167,41.5175,39,39007,1538
